-10	1.44873e-22
-9	1.93547e-18
-8	9.51238e-15
-7	1.71988e-11
-6	1.14396e-08
-5	2.79918e-06
-4	0.000251975
-3	0.00834425
-2	0.101654
-1	0.455581
0	0.751126
1	0.455581
2	0.101654
3	0.00834425
4	0.000251975
5	2.79918e-06
6	1.14396e-08
7	1.71988e-11
8	9.51238e-15
9	1.93547e-18
10	1.44873e-22
