-10	-4.1646e-18
-9	-2.48529e-14
-8	-5.00755e-11
-7	-3.34162e-08
-6	-7.19498e-06
-5	-0.000481898
-4	-0.00951245
-3	-0.0506111
-2	-0.0592116
-1	-0.00279867
0	0.00611076
1	-0.00279867
2	-0.0592116
3	-0.0506111
4	-0.00951245
5	-0.000481898
6	-7.19498e-06
7	-3.34162e-08
8	-5.00755e-11
9	-2.48529e-14
10	-4.1646e-18
