-10	-6.72695e-20
-9	-6.52814e-16
-8	-2.24209e-12
-7	-2.69577e-09
-6	-1.11629e-06
-5	-0.000155047
-4	-0.00688935
-3	-0.0885041
-2	-0.2396
-1	0.107381
0	0
1	-0.107381
2	0.2396
3	0.0885041
4	0.00688935
5	0.000155047
6	1.11629e-06
7	2.69577e-09
8	2.24209e-12
9	6.52814e-16
10	6.72695e-20
